,Id,Price,Year_model,Mileage,Make
998026,1003394,10691,2017,9885,Mitsubishi
250752,250753,16800,2015,32614,Mazda
1006878,1012246,14899,2015,21680,Nissan
762764,768131,17288,2015,83913,Honda
404176,409543,18490,2017,28744,Jeep
1087384,1102492,69900,2015,24363,Ram
1153764,1169275,2995,2004,262311,Toyota
373413,378780,10800,2010,84276,Honda
772582,777949,16500,2014,95841,Honda
970789,976157,32988,2017,7928,Mercedes-Benz
745034,750401,18991,2016,16016,Honda
578543,583910,7990,2009,135660,Dodge
282421,282422,15495,2014,63936,Nissan
494664,500031,4500,2002,162863,Chevrolet
100389,100390,39995,2016,6138,Chevrolet
1214448,1231241,32100,2017,37891,Volvo
670421,675788,19969,2007,102625,Ford
395262,400629,16737,2013,77088,Hyundai
152979,152980,42980,2017,21038,BMW
212763,212764,33978,2015,29623,Jeep
787324,792691,16928,2014,70146,Honda
805558,810925,9995,2016,42226,Hyundai
501179,506546,20677,2010,88243,Chevrolet
684454,689821,20403,2017,31469,Ford
375594,380961,9999,2011,152111,Honda
323232,327282,18197,2016,40173,Toyota
61569,61570,10977,2015,42059,Ford
107857,107858,12995,2005,130963,Chevrolet
609840,615207,9500,2012,48150,Ford
252602,252603,22895,2014,27141,Mercedes-Benz
422164,427531,15900,2008,48000,Cadillac
1201460,1218248,19840,2015,39073,Volkswagen
606101,611468,10989,2013,30357,Ford
1011238,1016606,12194,2016,31623,Nissan
262441,262442,16711,2014,23505,MINI
1155695,1171353,28759,2016,21035,Toyota
162915,162916,20995,2012,86782,BMW
534532,539899,35800,2012,67206,Chevrolet
860062,865429,25490,2015,41308,Jeep
440857,446224,17600,2017,23358,Chevrolet
1174233,1190834,24293,2015,33133,Toyota
1015753,1021121,11800,2015,39094,Nissan
965032,970400,18888,2013,45571,Mercedes-Benz
650854,656221,29100,2017,19021,Ford
838516,843883,24988,2014,26850,INFINITI
791306,796673,13997,2006,133833,HUMMER
348516,353880,36200,2016,21998,Toyota
1052887,1058255,29990,2015,23801,Nissan
794237,799604,15100,2017,24380,Hyundai
532232,537599,35500,2013,82033,Chevrolet
471970,477337,15995,2015,40971,Chevrolet
870777,876144,23975,2013,58821,Jeep
104834,104835,27588,2014,62543,Chevrolet
29809,29810,34995,2015,33819,Ford
1086361,1100545,46850,2017,30293,Ram
898041,903408,16498,2013,38457,Kia
325585,329635,10959,2010,60648,Toyota
752122,757489,16495,2014,18277,Honda
430275,435642,13995,2008,153855,Cadillac
603005,608372,9995,2016,44060,Ford
571233,576600,13888,2015,80187,Dodge
504358,509725,15996,2012,121176,Chevrolet
299311,300719,22988,2012,54814,Ram
927558,932925,32998,2016,18640,Lexus
429027,434394,31500,2015,32734,Cadillac
15083,15084,28995,2014,49103,GMC
1095285,1110414,16390,2015,43661,Subaru
132204,132205,8082,2011,82596,Chevrolet
443966,449333,8995,2009,53159,Chevrolet
186003,186004,26490,2014,51056,BMW
230763,230764,21998,2014,24041,Kia
400653,406020,28699,2012,74146,INFINITI
323259,327309,6999,2008,118759,Toyota
971352,976720,29250,2014,21380,Mercedes-Benz
988327,993695,33997,2012,59669,Mercedes-Benz
949104,954472,55997,2017,3611,Lincoln
706335,711702,16995,2001,112768,Ford
1150982,1166292,29995,2017,3532,Toyota
48299,48300,23990,2014,24044,Ford
16539,16540,12920,2007,91856,GMC
875804,881171,6997,2007,108104,Jeep
9258,9259,35000,2016,60935,GMC
930236,935603,21498,2011,61054,Lexus
954808,960176,17997,2015,26690,Mazda
990646,996014,55000,2015,33860,Mercedes-Benz
219517,219518,7495,2014,62656,Kia
284046,284047,13988,2006,65476,Nissan
945762,951130,28988,2017,10750,Lincoln
822082,827449,9999,2008,99166,Hyundai
1194222,1211010,10279,2014,69279,Volkswagen
957466,962834,16980,2013,32966,Mazda
319959,324009,16987,2016,39472,Toyota
389794,395161,13999,2014,35854,Hyundai
741094,746461,15500,2016,17931,Honda
152507,152508,49000,2016,9166,BMW
1086989,1101692,47988,2013,56754,Ram
1146319,1161507,21883,2014,31444,Toyota
945966,951334,7950,2006,83350,Lincoln
7579,7580,13985,2014,36006,Honda
1070872,1076240,8995,2008,101030,Pontiac
1132702,1147831,15900,2015,29239,Toyota
761334,766701,2700,2001,134048,Honda
317256,321306,12503,2014,50480,Toyota
789688,795055,30800,2017,856,Honda
463368,468735,23812,2017,4313,Chevrolet
72119,72120,12888,2014,43755,Dodge
482085,487452,23200,2017,30061,Chevrolet
741328,746695,13397,2014,19887,Honda
750391,755758,8995,2008,81473,Honda
1045314,1050682,19305,2014,36266,Nissan
1200418,1217206,17479,2014,29963,Volkswagen
1140316,1155446,18988,2014,39082,Toyota
948340,953708,26500,2016,23052,Lincoln
708725,714092,46495,2017,606,Genesis
386820,392187,10900,2011,87738,Hyundai
358619,363985,7995,2006,107355,Volkswagen
285580,285581,21988,2015,31602,Nissan
418718,424085,13395,2011,73828,Buick
788508,793875,34900,2016,20289,Honda
285325,285326,15751,2016,29879,Nissan
220001,220002,13185,2014,51592,Kia
1138885,1154015,20000,2016,25558,Toyota
308152,312202,13500,2013,105733,Subaru
666226,671593,29864,2016,35270,Ford
1193541,1210329,11900,2013,44099,Volkswagen
1193036,1209824,11991,2013,61920,Volkswagen
623296,628663,10888,2011,77492,Ford
376177,381544,28997,2015,25835,Honda
1019036,1024404,17731,2015,34871,Nissan
106867,106868,8315,2007,224760,Chevrolet
131305,131306,14001,2015,39036,Chevrolet
597120,602487,14989,2016,39780,Ford
196118,196119,27994,2015,29001,Audi
50198,50199,6999,2008,153574,Ford
194756,194757,30908,2014,24434,Audi
1094908,1110037,21500,2017,4018,Subaru
849998,855365,10995,2011,82965,Jeep
723737,729104,32000,2015,19850,GMC
689639,695006,8950,2013,248796,Ford
490311,495678,24499,2016,53506,Chevrolet
1061010,1066378,25500,2015,69126,Nissan
619399,624766,12494,2013,73425,Ford
98346,98347,38888,2014,34607,Chevrolet
434484,439851,51763,2015,63188,Cadillac
625010,630377,17800,2014,37819,Ford
680895,686262,33999,2016,19107,Ford
529542,534909,39949,2013,49353,Chevrolet
917747,923114,15700,2009,106410,Land
816476,821843,20512,2015,13223,Hyundai
1009851,1015219,13995,2016,42884,Nissan
273538,273539,9998,2015,78603,Nissan
1050246,1055614,8995,2011,125348,Nissan
17147,17148,21833,2014,40353,GMC
320853,324903,8500,2007,60322,Toyota
342325,347529,31994,2015,48977,Toyota
137508,137509,29998,2011,71137,Cadillac
482131,487498,17995,2017,14095,Chevrolet
1025240,1030608,19397,2015,15353,Nissan
294627,294628,33665,2017,15784,Nissan
613687,619054,4333,2006,118452,Ford
1096230,1111359,15422,2014,74606,Subaru
795400,800767,14500,2017,15236,Hyundai
440637,446004,15590,2017,38706,Chevrolet
1152682,1168108,10795,2011,121467,Toyota
765142,770509,17850,2014,29849,Honda
733546,738913,49158,2017,4500,GMC
870944,876311,25850,2014,67232,Jeep
790325,795692,7990,2005,129271,Honda
209743,209744,26371,2014,45717,Jeep
360930,366297,48559,2016,11092,Volvo
249835,249836,20692,2015,8419,Mazda
427140,432507,23499,2016,38550,Cadillac
49934,49935,19711,2014,40000,Ford
548168,553535,25999,2017,20028,Chrysler
172744,172745,16995,2011,41395,BMW
1157232,1173023,3750,2002,156900,Toyota
323957,328007,5981,2010,165170,Toyota
867755,873122,25245,2014,51288,Jeep
1187495,1204283,54148,2014,24584,Toyota
799931,805298,9955,2013,69317,Hyundai
818553,823920,20500,2016,16490,Hyundai
766561,771928,5750,2006,157895,Honda
380003,385370,13000,2013,45099,Hyundai
791605,796972,19999,2005,112108,HUMMER
1215150,1231943,37435,2017,19163,Volvo
431861,437228,26500,2008,72306,Cadillac
469908,475275,13999,2014,41508,Chevrolet
170613,170614,28865,2016,4585,BMW
636100,641467,9567,2010,125715,Ford
211809,211810,30998,2015,21873,Jeep
141886,141887,22991,2014,56669,Cadillac
195566,195567,39878,2017,8146,Audi
1052132,1057500,17741,2017,3413,Nissan
815216,820583,13500,2016,39258,Hyundai
203156,203157,8319,2007,130174,Acura
548398,553765,21195,2016,43307,Chrysler
14349,14350,19988,2008,111343,GMC
159678,159679,9980,2005,145781,BMW
149913,149914,42987,2013,57695,BMW
313924,317974,13900,2015,25265,Toyota
29857,29858,34985,2015,28216,Ford
1205868,1222657,13977,2013,62186,Volkswagen
462326,467693,6000,2012,145148,Chevrolet
136543,136544,16981,2017,20637,Chevrolet
509408,514775,25997,2013,84722,Chevrolet
510458,515825,15999,2008,124734,Chevrolet
18227,18228,16900,2012,62032,GMC
81577,81578,22491,2014,23376,Dodge
1128653,1143782,4995,2007,107913,Toyota
237684,237685,23975,2013,78314,Lexus
478837,484204,23499,2015,8371,Chevrolet
182423,182424,27390,2014,33455,Acura
985019,990387,31887,2014,74507,Mercedes-Benz
217707,217708,14860,2017,9277,Kia
117072,117073,11995,2014,158127,Chevrolet
948254,953622,30192,2016,35968,Lincoln
285182,285183,14297,2014,20683,Nissan
448734,454101,12708,2014,32282,Chevrolet
406358,411725,7395,2011,147393,Jeep
123255,123256,16168,2013,58463,Chevrolet
470757,476124,10695,2013,77401,Chevrolet
787880,793247,23995,2013,54671,Honda
578818,584185,22999,2016,37696,Dodge
724093,729460,31641,2015,38367,GMC
650539,655906,22995,2013,41494,Ford
659151,664518,17495,2014,55277,Ford
790438,795805,43595,2016,6325,Honda
347280,352600,34831,2014,22832,Toyota
966203,971571,13981,2009,70121,Mercedes-Benz
458106,463473,21816,2017,14179,Chevrolet
922263,927630,14500,2008,69670,Lexus
1171520,1188087,17980,2013,69416,Toyota
566043,571410,12950,2014,29871,Dodge
1162522,1178720,23283,2012,75077,Toyota
658111,663478,12900,2004,129220,Ford
1183340,1200040,39925,2014,28116,Toyota
661874,667241,31700,2017,16771,Ford
54331,54332,17900,2014,31520,Ford
695501,700868,31995,2011,66142,Ford
241494,241495,7900,2005,64430,Lincoln
999482,1004850,17988,2016,34394,Mitsubishi
969160,974528,26230,2014,13856,Mercedes-Benz
263557,263558,22961,2015,18531,MINI
672553,677920,34300,2017,19452,Ford
650092,655459,6999,2001,122021,Ford
16627,16628,24992,2014,30577,GMC
200541,200542,37995,2016,14606,Acura
1115164,1130293,13905,2014,47072,Toyota
629019,634386,23133,2017,23799,Ford
75205,75206,23995,2014,23652,Dodge
1212602,1229395,18492,2012,41136,Volvo
282947,282948,24700,2015,21272,Nissan
776787,782154,10495,2007,103000,Honda
295988,295989,3543,2004,101832,Pontiac
931193,936560,24300,2012,48152,Lexus
946958,952326,33621,2017,5394,Lincoln
430478,435845,38000,2016,9827,Cadillac
481637,487004,14734,2009,85816,Chevrolet
1103322,1118451,13595,2010,91545,Subaru
1074195,1079563,38000,2005,33320,Porsche
1210506,1227299,6900,2008,109225,Volkswagen
1064292,1069660,10980,2009,107984,Nissan
652223,657590,14795,2013,60076,Ford
277750,277751,18995,2015,33778,Nissan
714910,720277,18750,2012,66632,GMC
167694,167695,13567,2011,75646,BMW
19320,19321,24499,2016,9986,GMC
723907,729274,22988,2014,108049,GMC
265198,265199,12490,2013,75870,Mitsubishi
382772,388139,14411,2016,15872,Hyundai
61939,61940,10595,2014,40858,Ford
1152523,1167941,21297,2014,44479,Toyota
519394,524761,39750,2016,11161,Chevrolet
221187,221188,15695,2016,40716,Kia
39298,39299,11995,2008,147275,Ford
1164718,1181063,26430,2014,39119,Toyota
159790,159791,38863,2017,4443,BMW
396700,402067,4995,2001,156714,INFINITI
743159,748526,14829,2014,27820,Honda
226966,226967,22443,2017,21308,Kia
659242,664609,26499,2014,43227,Ford
610626,615993,16800,2017,47751,Ford
830937,836304,20000,2013,28161,INFINITI
976900,982268,40385,2017,5990,Mercedes-Benz
689244,694611,31994,2013,67922,Ford
156324,156325,37495,2014,26400,BMW
411229,416596,7977,2011,97398,Buick
57213,57214,19462,2016,19675,Ford
1111879,1127008,13500,2015,16049,Toyota
401694,407061,15995,2004,58260,Jaguar
149535,149536,47991,2015,47587,BMW
10139,10140,28991,2014,62125,GMC
1152123,1167497,23988,2015,26595,Toyota
360935,366302,49995,2017,13995,Volvo
456884,462251,9592,2014,91612,Chevrolet
1146644,1161837,17991,2017,9180,Toyota
708362,713729,54995,2015,43446,Ford
282069,282070,8995,2011,99663,Nissan
271246,271247,10895,2015,89073,Nissan
241729,241730,19499,2015,5668,Lincoln
167769,167770,11900,2009,103824,BMW
80193,80194,26500,2015,22634,Dodge
520884,526251,4988,2011,120465,Chevrolet
595234,600601,15741,2016,17949,Ford
1001856,1007224,12997,2015,24798,Nissan
445876,451243,6999,2012,64576,Chevrolet
411008,416375,14731,2012,66104,Buick
883124,888491,34980,2014,19034,Jeep
865747,871114,16900,2011,93130,Jeep
224995,224996,13780,2016,27119,Kia
1038552,1043920,17999,2015,29746,Nissan
270900,270901,14777,2014,35641,Nissan
954537,959905,16300,2015,48679,Mazda
312544,316594,11895,2016,18756,Toyota
510480,515847,28477,2014,75184,Chevrolet
318862,322912,11980,2014,47800,Toyota
718858,724225,14777,2007,128277,GMC
1016069,1021437,12478,2015,72198,Nissan
123815,123816,18999,2016,41157,Chevrolet
804404,809771,13988,2014,40226,Hyundai
95574,95575,47230,2016,27738,Chevrolet
1039728,1045096,27250,2016,4705,Nissan
169317,169318,8963,2006,87959,BMW
495611,500978,26895,2017,23996,Chevrolet
599588,604955,15980,2016,30659,Ford
270518,270519,10900,2014,39726,Nissan
237986,237987,36995,2015,34127,Lexus
1112686,1127815,12471,2015,32508,Toyota
1108802,1123931,6800,2008,107284,Suzuki
897470,902837,14991,2016,3917,Kia
351004,356369,12855,2015,34810,Volkswagen
22463,22464,23990,2008,82348,Ford
374743,380110,8239,2008,149145,Honda
1156552,1172300,23134,2015,48034,Toyota
391421,396788,21139,2016,15633,Hyundai
1009910,1015278,13500,2014,41627,Nissan
921818,927185,7983,2006,85583,Lexus
1096338,1111467,19598,2016,35786,Subaru
687768,693135,34995,2016,53774,Ford
342691,347901,20999,2012,122462,Toyota
1171313,1187880,29250,2016,37833,Toyota
532026,537393,28900,2013,71545,Chevrolet
963688,969056,10000,2010,126744,Mazda
419447,424814,19995,2013,43629,Buick
200867,200868,18991,2013,96705,Acura
349906,355271,12699,2014,18794,Volkswagen
216174,216175,37990,2015,18525,Jeep
831703,837070,22900,2016,30796,INFINITI
434724,440091,59900,2015,14804,Cadillac
1085964,1099838,48000,2017,23770,Ram
393520,398887,17388,2015,58868,Hyundai
391417,396784,8994,2011,95208,Hyundai
783441,788808,10495,2008,118975,Honda
1187620,1204408,79991,2017,6966,Toyota
1120457,1135586,12560,2013,49160,Toyota
766676,772043,10095,2007,114950,Honda
690124,695491,30900,2013,77212,Ford
61793,61794,14712,2014,38962,Ford
80481,80482,13982,2016,49824,Dodge
1175298,1191906,17773,2007,109280,Toyota
70164,70165,34679,2015,30246,Dodge
194163,194164,24988,2011,79072,Audi
616700,622067,14994,2015,39988,Ford
395143,400510,26994,2016,17193,Hyundai
654704,660071,15990,2008,122122,Ford
320407,324457,9584,2013,90976,Toyota
487886,493253,24981,2012,5704,Chevrolet
113984,113985,9479,2007,154356,Chevrolet
14693,14694,11995,2005,135449,GMC
173932,173933,8888,2006,65229,BMW
813699,819066,13578,2013,57180,Hyundai
796684,802051,13683,2015,27503,Hyundai
640494,645861,16995,2012,69944,Ford
516348,521715,18000,2004,163819,Chevrolet
1027398,1032766,20100,2016,51803,Nissan
333425,337649,18440,2011,59249,Toyota
1175876,1192488,27999,2013,64107,Toyota
435204,440571,66900,2017,18290,Cadillac
483839,489206,10990,2012,73148,Chevrolet
184162,184163,11499,2010,118587,Acura
738762,744129,50800,2016,25379,GMC
21201,21202,37995,2013,128814,Ford
941695,947063,48998,2014,20325,Lexus
940832,946200,41995,2014,15121,Lexus
1199395,1216183,7980,2009,89425,Volkswagen
686288,691655,33950,2014,33260,Ford
1084075,1096436,36995,2016,19190,Ram
341985,347184,30495,2014,45271,Toyota
1162341,1178525,27988,2016,32828,Toyota
965930,971298,19995,2014,52471,Mercedes-Benz
1208481,1225273,10889,2014,64080,Volkswagen
480773,486140,18595,2013,61335,Chevrolet
296162,296163,6995,2008,85759,Pontiac
951341,956709,11987,2014,42582,Mazda
1152932,1168374,9995,2004,88467,Toyota
279130,279131,8999,2011,73870,Nissan
792420,797787,17488,2014,36745,Hyundai
238088,238089,35888,2017,1052,Lexus
484436,489803,19151,2014,72975,Chevrolet
138644,138645,19995,2009,89633,Cadillac
602741,608108,14995,2015,46126,Ford
1140667,1155797,9999,2011,118859,Toyota
662840,668207,30990,2016,7001,Ford
818583,823950,19988,2017,25666,Hyundai
404397,409764,15991,2014,43803,Jeep
291360,291361,11790,2016,46238,Nissan
272559,272560,18990,2017,15936,Nissan
1032112,1037480,14856,2014,34928,Nissan
390488,395855,19187,2017,22044,Hyundai
189083,189084,26997,2015,35831,BMW
605133,610500,14990,2017,5640,Ford
927031,932398,24435,2015,15317,Lexus
587813,593180,27999,2015,44040,Dodge
235608,235609,22995,2014,26952,Lexus
107879,107880,28990,2015,24942,Chevrolet
10525,10526,44999,2017,15697,GMC
358044,363410,11988,2014,44250,Volkswagen
702973,708340,35998,2014,35081,Ford
1151878,1167239,19900,2015,61879,Toyota
517911,523278,20995,2015,34007,Chevrolet
446869,452236,15895,2017,13616,Chevrolet
862311,867678,12999,2011,102993,Jeep
367616,372983,17250,2014,35757,Honda
946397,951765,13900,2010,86000,Lincoln
498864,504231,2600,2002,184183,Chevrolet
1038135,1043503,17500,2014,84944,Nissan
788471,793838,32539,2015,36670,Honda
1169575,1186111,29888,2013,25791,Toyota
599079,604446,17000,2015,5359,Ford
580592,585959,14877,2010,126567,Dodge
697313,702680,46917,2016,25480,Ford
1007255,1012623,14999,2014,6409,Nissan
283769,283770,20500,2014,65647,Nissan
1175510,1192120,24995,2011,92000,Toyota
1112489,1127618,14995,2016,12707,Toyota
100940,100941,34199,2014,53031,Chevrolet
439815,445182,17600,2017,21206,Chevrolet
903583,908950,12599,2016,42058,Kia
107156,107157,14991,2010,137870,Chevrolet
1126013,1141142,14998,2015,31448,Toyota
24749,24750,35995,2010,61910,Ford
23525,23526,28600,2016,36028,Ford
678357,683724,22985,2014,174408,Ford
1189028,1205816,9395,2014,37225,Volkswagen
985189,990557,39977,2017,4789,Mercedes-Benz
315730,319780,17488,2014,31985,Toyota
512421,517788,22995,2011,114487,Chevrolet
415633,421000,3490,2001,141307,Buick
28877,28878,26995,2013,97866,Ford
631426,636793,12925,2012,94392,Ford
1182019,1198703,35988,2014,54751,Toyota
1158166,1174012,9498,2008,144986,Toyota
92451,92452,7998,2005,448409,Chevrolet
477078,482445,22599,2016,9018,Chevrolet
1068715,1074083,28575,2016,1394,Nissan
905155,910522,19995,2017,18434,Kia
310477,314527,14935,2012,127296,Subaru
146372,146373,5000,2007,159332,Buick
1127134,1142263,19500,2017,13574,Toyota
1071653,1077021,12987,2006,86391,Pontiac
134336,134337,16354,2015,13539,Chevrolet
530740,536107,17214,2008,124841,Chevrolet
314616,318666,9599,2012,64866,Toyota
1162620,1178820,26993,2014,24788,Toyota
545594,550961,16750,2016,48296,Chrysler
891662,897029,12995,2014,37485,Kia
724470,729837,34500,2016,16246,GMC
1054465,1059833,12987,2016,34873,Nissan
695321,700688,41500,2015,26172,Ford
697505,702872,43959,2013,40393,Ford
683172,688539,8650,2006,86042,Ford
1200879,1217667,22891,2017,7701,Volkswagen
